YYYYMM,계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,전표 번호,전기일,증빙일,텍스트,거래처명,공급업체,금액_정제,차변/대변지시자
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004758,2026-01-23,2026-01-23,감사님 6월 뉴욕 출장,,,14418800.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004755,2026-01-21,2026-01-21,대표님 6월 뉴욕 출장,,,13513800.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004763,2026-01-21,2026-01-21,회장님 6월 뉴욕 출장,,,2339300.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004759,2026-01-23,2026-01-23,감사님 6월 뉴욕 출장,,,2147400.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004773,2026-01-07,2026-01-07,대표님 2월 상해출장 호텔,,,1935810.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F04800,공통_해외사업팀,3300001575,2026-01-12,2026-01-12,2601ZCN10014_항공비_FW26 상해 수주회_항공권,,,1674000.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300005390,2026-01-17,2026-01-17,해외출장비,,,1184761.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,3300004760,2026-01-23,2026-01-23,대표님 6월 뉴욕 출장,,,1099900.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F04500,공통_통합소싱팀,3300001241,2026-01-19,2026-01-19,2601ZVN10019_항공비_2026.01 출장 항공권 (인천<->호치민),,,1083700.0,S
202601,직원경비,여비교통비,55030103,여비교통비_해외출장비,F04800,공통_해외사업팀,3300004246,2026-01-17,2026-01-17,2601ZCN10014_숙박비_해외 출장비 (26FW 수주회) - 숙박비,,,915030.0,S
