YYYYMM,계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,전표 번호,전기일,증빙일,텍스트,거래처명,공급업체,금액_정제,차변/대변지시자
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00800,공통_경영관리팀,3400000254,2025-01-31,2025-01-31,25년 1월 영업관리/고객관리 도급비용 정산,,,126700000.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00300,공통_총무,3400000315,2025-01-31,2025-01-31,25.01 이천 A/B동 도급비(미화/보안),,,52679813.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01200,공통_e-BIZ팀,3400000736,2025-01-30,2025-01-30,25.01월 파견직 도급비,,,16836330.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01200,공통_e-BIZ팀,3400000283,2025-01-31,2025-01-31,25.01월 파견직 도급비,,,11584760.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00700,공통_회계팀,3400000533,2025-01-02,2025-01-02,STIP / STO 투자주식 손상검토 착수금,,,10000000.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00000,공통_공통,3400000229,2025-01-23,2025-01-23,25.01월 메타엠 지급수수료(고객관리),,,6810800.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00600,공통_공간기획팀,3400000170,2025-01-17,2025-01-17,신사옥 레스토랑 그래픽디자인,,,6000000.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01200,공통_e-BIZ팀,3400000735,2025-01-31,2025-01-31,25.01월 파견직 도급비,,,5878640.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00500,공통_HR팀,3400000674,2025-01-24,2025-01-24,2025.01월 급여아웃소싱 비용 정산,,,4993100.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F02600,공통_정보보안팀,3400000399,2025-01-24,2025-01-24,25.01 보안 및 전산 지원 도급 인력 비용,,,4200000.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00300,공통_총무,3400000290,2025-01-31,2025-01-31,25.01 총무팀 파견근로자 용역비(허유리),,,4132836.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00300,공통_총무,3400000567,2025-01-31,2025-01-31,25.01 행낭차량 도급 업무비,,,3546000.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01300,공통_IT팀,3400000573,2025-01-31,2025-01-31,25.01 파견직 비용 - 김우현,,,3370580.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00300,공통_총무,3400000914,2025-01-31,2025-01-31,25.01 총무팀 파견직 업무용역비(이수정),,,3105635.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00700,공통_회계팀,3400000584,2025-01-31,2025-01-31,공통_회계팀 1월 파견직 비용 결재의 건,,,3059610.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04700,[CLSD]공통_통합소싱팀,8000000026,2025-01-31,2025-01-31,25.01월 파견직 도급비,,,2968100.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04500,공통_통합소싱팀,3400000469,2025-01-30,2025-01-30,25.01월 파견직 도급비,,,2968100.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04600,[CLSD]공통_통합영업팀,8000000026,2025-01-31,2025-01-31,DV.25.1월 파견직 급여 지급 건,,,2827200.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04400,공통_통합영업팀,3400000753,2025-01-30,2025-01-30,DV.25.1월 파견직 급여 지급 건,,,2827200.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01300,공통_IT팀,3400000456,2025-01-31,2025-01-31,25년 01월 파견직 비용-이수진,,,2777580.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01300,공통_IT팀,3400000456,2025-01-31,2025-01-31,25년 01월 파견직 비용-김수민,,,2775660.0,S
202501,지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01300,공통_IT팀,3400000437,2025-01-15,2025-01-15,25년 01월 RFID 시스템 운영지원비,,,2500000.0,S
