YYYYMM,계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,전표 번호,전기일,증빙일,텍스트,거래처명,공급업체,금액_정제,차변/대변지시자
202601,인건비,인건비,55010129,복리후생비_산재보험,F00100,공통_임원,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_임원||||,,,1496066.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01300,공통_IT팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_Web Platform팀||||,,,1057857.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01300,공통_IT팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_Enterprise Solution팀||||,,,945463.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00800,공통_경영관리팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_경영관리팀||||,,,837534.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F02900,공통_AX팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_AX팀||||,,,692262.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01200,공통_e-BIZ팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_e-BIZ팀||||,,,577561.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F04500,공통_통합소싱팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_통합소싱팀||||,,,543215.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00700,공통_회계팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_회계팀||||,,,534135.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F03900,공통_퍼포먼스마케팅팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_퍼포먼스마케팅팀||||,,,479031.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00500,공통_HR팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_HR팀||||,,,419994.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F02500,공통_자금팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_자금팀||||,,,390006.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00400,공통_법무팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_법무팀||||,,,382639.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F02400,공통_경영기획팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_경영기획||||,,,368373.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F03000,공통_AI 엔지니어링팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_AI Engineering팀||||,,,354666.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F03300,공통_무역팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_무역팀||||,,,342292.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F05100,공통_마케팅본부,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 마케팅본부_MLB마케팅팀||||,,,338181.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00600,공통_공간기획팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_공간기획팀||||,,,325745.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F05100,공통_마케팅본부,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 마케팅본부_DX마케팅팀||||,,,321519.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F04400,공통_통합영업팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_통합영업팀||||,,,315618.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00300,공통_총무,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_비서팀||||,,,306325.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F02600,공통_정보보안팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_정보보안팀||||,,,281227.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F05100,공통_마케팅본부,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 마케팅본부_DV/ST마케팅팀||||,,,275861.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F05100,공통_마케팅본부,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 마케팅본부_인플루언서마케팅팀||||,,,266868.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00300,공통_총무,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_총무||||,,,259300.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01300,공통_IT팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_Enterprise Architecture팀||,,,243428.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00200,공통_경영개선팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_경영개선팀||||,,,214461.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F05200,공통_통합온라인채널팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_통합온라인채널팀||||,,,207516.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F04800,공통_해외사업팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_Commercial팀||||,,,164415.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F00500,공통_HR팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_HR총무담당||||,,,156850.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F03700,공통_통합인테리어팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_통합인테리어팀||||,,,154985.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01300,공통_IT팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 디지털본부_IT담당||||,,,142985.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F04800,공통_해외사업팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_Operation팀||||,,,141413.0,S
202601,인건비,인건비,55010129,복리후생비_산재보험,F01800,공통_소비자전략팀,3200000601,2026-01-31,2026-01-31,26.01월 산재보험 회사부담분 공통_소비자전략팀||||,,,137341.0,S
